TransactionID,ProductType,SalesValue,TransactionDate
2164,GPU,65.99,2025-01-04
2165,Monitor,1408.04,2024-10-02
2166,SSD,303.49,2025-05-13
2167,Monitor,1103.98,2024-05-18
2168,Keyboard,614.73,2025-07-06
2169,GPU,304.49,2024-06-24
2170,CPU,966.46,2024-01-16
2171,Monitor,1181.33,2025-01-08
2172,GPU,645.51,2025-07-04
2173,HDD,1344.84,2024-12-24
2174,GPU,345.61,2025-09-10
2175,CPU,1086.93,2024-05-31
2176,CPU,643.77,2024-06-26
2177,RAM,1267.1,2024-05-07
2178,GPU,471.94,2024-03-05
2179,CPU,403.63,2025-11-18
2180,GPU,1448.19,2025-06-24
2181,Keyboard,1155.71,2025-11-10
2182,GPU,1222.58,2024-05-06
2183,RAM,307.2,2025-07-23
2184,RAM,845.5,2025-04-29
2185,Keyboard,418.5,2024-08-09
2186,Keyboard,858.05,2025-06-02
2187,Keyboard,618.97,2025-07-31
2188,CPU,1293.52,2025-10-12
2189,Keyboard,1011.11,2024-10-15
2190,GPU,1141.28,2024-12-19
2191,Monitor,173.84,2024-11-10
2192,Monitor,677.55,2024-06-30
2193,RAM,1209.14,2024-09-24
2194,GPU,745.77,2025-06-08
2195,Keyboard,1423.99,2025-10-19
2196,HDD,1405.11,2025-08-27
2197,SSD,1021.36,2025-02-05
2198,CPU,797.98,2024-09-14
2199,HDD,577.0,2025-09-11
2200,HDD,190.86,2025-02-02
2201,Keyboard,521.85,2025-05-27
2202,GPU,854.72,2024-03-05
2203,GPU,1015.77,2024-04-01
2204,Keyboard,872.47,2025-12-14
2205,HDD,1298.32,2024-01-04
2206,Monitor,1212.2,2025-04-01
2207,HDD,812.3,2025-05-12
2208,RAM,1335.48,2025-05-09
2209,HDD,179.1,2024-12-19
2210,Monitor,53.85,2025-04-13
2211,HDD,493.01,2024-07-10
2212,GPU,819.07,2024-03-05
2213,HDD,1022.23,2025-07-06
2214,RAM,276.29,2024-06-09
2215,GPU,338.76,2025-10-23
2216,SSD,355.87,2025-05-04
2217,SSD,784.02,2025-09-15
2218,CPU,475.32,2024-08-21
2219,CPU,326.34,2025-02-04
2220,Monitor,1498.87,2024-10-23
2221,SSD,449.02,2025-02-02
2222,GPU,504.01,2024-08-20
2223,Keyboard,1281.73,2024-08-09
2224,CPU,1499.69,2025-10-22
2225,Monitor,364.17,2024-08-03
2226,HDD,1331.49,2025-04-01
2227,HDD,668.59,2024-11-02
2228,CPU,203.0,2024-02-12
2229,SSD,1050.32,2025-08-20
2230,RAM,936.97,2025-02-07
2231,HDD,940.75,2025-01-24
2232,Monitor,630.84,2025-01-29
2233,HDD,957.34,2024-04-02
2234,RAM,731.3,2024-08-02
2235,CPU,1089.73,2025-09-23
2236,Monitor,867.68,2025-10-18
2237,RAM,1112.82,2025-07-11
2238,CPU,933.4,2025-05-25
2239,GPU,1423.04,2025-09-16
2240,Monitor,51.38,2024-12-23
2241,GPU,476.83,2024-01-22
2242,Monitor,425.37,2024-02-15
2243,GPU,937.56,2025-03-18
2244,GPU,228.49,2024-09-28
2245,CPU,1294.83,2025-09-24
2246,GPU,919.35,2025-02-12
2247,Monitor,909.07,2025-09-30
2248,CPU,1049.3,2024-03-04
2249,Monitor,664.21,2024-02-29
2250,Keyboard,944.83,2024-10-13
2251,HDD,871.17,2024-11-23
2252,RAM,936.07,2024-03-29
2253,GPU,1240.03,2024-06-21
2254,SSD,790.32,2025-08-31
2255,RAM,292.99,2025-10-26
2256,CPU,812.31,2025-07-18
2257,Monitor,761.19,2024-01-21
2258,Keyboard,1258.28,2024-05-27
2259,RAM,542.41,2024-04-19
2260,Keyboard,404.01,2024-10-22
2261,Keyboard,907.1,2024-06-07
2262,Keyboard,1201.53,2025-04-03
2263,RAM,953.44,2025-07-26
2264,GPU,260.98,2024-11-19
2265,CPU,1253.83,2024-04-06
2266,SSD,1157.2,2024-06-11
2267,CPU,915.21,2024-06-03
2268,RAM,1000.46,2024-05-06
2269,Keyboard,501.12,2025-03-13
2270,GPU,355.84,2024-04-27
2271,CPU,1322.52,2024-06-22
2272,GPU,688.89,2025-07-13
2273,RAM,933.8,2024-06-30
2274,CPU,1357.17,2025-10-04
2275,CPU,727.36,2024-03-28
2276,Monitor,798.98,2025-03-23
2277,GPU,339.63,2025-09-24
2278,GPU,872.35,2025-01-24
2279,CPU,660.81,2025-09-08
2280,RAM,247.76,2024-05-17
2281,RAM,1297.8,2024-10-15
2282,RAM,734.13,2025-10-07
2283,SSD,481.01,2024-02-16
2284,RAM,1017.4,2025-11-19
2285,HDD,898.17,2024-08-19
2286,CPU,413.19,2024-09-13
2287,SSD,498.54,2024-01-04
2288,SSD,842.86,2025-03-03
2289,HDD,1490.58,2024-04-27
2290,CPU,237.67,2024-08-09
2291,Keyboard,669.34,2024-09-26
2292,RAM,233.29,2025-11-22
2293,CPU,391.86,2025-05-25
2294,RAM,527.32,2025-11-02
2295,CPU,888.66,2025-07-31
2296,CPU,794.72,2024-04-25
2297,GPU,1190.21,2025-10-24
2298,SSD,262.71,2025-12-04
2299,Keyboard,513.69,2024-05-23
2300,HDD,113.83,2024-09-05
2301,SSD,695.49,2025-08-31
2302,Monitor,231.83,2025-03-15
2303,CPU,506.49,2024-04-26
2304,GPU,83.82,2025-11-19
2305,GPU,231.17,2024-09-18
2306,CPU,872.16,2025-02-18
2307,GPU,559.38,2024-12-17
2308,Monitor,790.23,2024-03-28
2309,GPU,679.96,2024-10-05
2310,SSD,490.71,2025-07-11
2311,RAM,1154.93,2025-09-21
2312,SSD,801.84,2024-11-26
2313,SSD,1454.36,2025-01-20
2314,RAM,556.13,2024-03-19
2315,CPU,1231.13,2024-05-20
2316,Monitor,139.73,2025-03-20
2317,GPU,949.29,2024-06-14
2318,GPU,1379.47,2024-07-30
2319,SSD,136.06,2025-02-28
2320,Monitor,645.09,2025-06-24
2321,HDD,1080.05,2025-10-16
2322,CPU,919.91,2025-03-12
2323,RAM,422.26,2025-12-25
2324,HDD,82.89,2025-03-20
2325,SSD,54.49,2024-07-16
2326,Monitor,1472.19,2024-01-29
2327,GPU,284.1,2025-07-06
2328,CPU,1015.4,2025-09-24
2329,SSD,64.78,2024-03-17
2330,GPU,250.87,2024-06-22
2331,Keyboard,1049.54,2024-03-15
2332,GPU,555.05,2024-04-25
2333,SSD,229.38,2025-11-12
2334,Monitor,919.52,2025-08-04
2335,SSD,148.95,2025-09-24
2336,RAM,391.52,2024-06-07
2337,SSD,1133.72,2025-12-14
2338,HDD,1257.84,2024-10-24
2339,Monitor,456.83,2024-03-27
2340,SSD,888.54,2025-01-01
2341,RAM,1215.3,2024-09-27
2342,GPU,597.48,2025-08-10
2343,CPU,551.59,2024-12-06
2344,GPU,685.98,2024-12-21
2345,HDD,560.42,2025-07-13
2346,CPU,355.95,2025-04-25
2347,Keyboard,1185.39,2024-09-29
2348,Monitor,643.53,2025-05-20
2349,GPU,974.53,2024-07-11
2350,GPU,1097.97,2024-09-15
2351,Keyboard,1117.68,2025-09-08
2352,CPU,1425.43,2025-03-05
2353,HDD,551.09,2024-07-17
2354,Monitor,552.81,2024-03-02
2355,Monitor,1073.26,2025-01-03
2356,Monitor,865.42,2025-07-26
2357,Monitor,1420.45,2024-12-31
2358,CPU,526.13,2024-06-21
2359,HDD,851.48,2025-01-24
2360,GPU,1262.02,2025-03-09
2361,Keyboard,1293.02,2025-06-04
2362,CPU,975.24,2025-02-28
2363,Keyboard,131.92,2025-02-05
2364,Keyboard,1398.74,2024-11-29
2365,Monitor,956.11,2024-06-06
2366,RAM,1432.65,2024-06-27
2367,GPU,109.21,2025-08-15
2368,GPU,1160.85,2024-12-21
2369,CPU,616.78,2024-01-15
2370,RAM,1092.24,2024-11-29
2371,CPU,1281.36,2024-01-14
2372,GPU,682.41,2024-05-25
2373,CPU,499.02,2024-02-25
2374,SSD,1079.0,2024-03-28
2375,Monitor,285.12,2024-01-26
2376,RAM,486.48,2025-12-29
2377,RAM,1481.48,2025-12-06
2378,RAM,481.86,2025-06-28
2379,Keyboard,88.17,2024-04-03
2380,Monitor,1354.88,2025-09-30
2381,CPU,843.04,2025-01-15
2382,HDD,75.91,2025-07-14
2383,HDD,186.82,2025-12-28
2384,GPU,1190.87,2024-01-13
2385,SSD,89.52,2024-11-23
2386,RAM,632.04,2024-08-10
2387,HDD,1267.71,2024-01-10
2388,RAM,1077.59,2024-02-29
2389,GPU,378.37,2025-03-29
2390,GPU,1327.42,2024-08-29
2391,CPU,1208.6,2024-01-12
2392,Monitor,423.69,2025-09-26
2393,RAM,1329.35,2024-04-12
2394,SSD,714.83,2025-01-10
2395,SSD,1317.72,2024-12-27
2396,Monitor,1439.55,2024-12-23
2397,HDD,123.2,2025-04-27
2398,GPU,679.72,2025-10-25
2399,RAM,778.4,2025-11-12
2400,Monitor,1030.61,2024-07-09
2401,HDD,314.44,2024-04-11
2402,Keyboard,1360.93,2025-07-21
2403,RAM,526.93,2025-01-06
2404,RAM,1488.27,2025-08-10
2405,Keyboard,978.07,2024-01-26
2406,CPU,316.07,2025-05-13
2407,SSD,902.72,2024-09-09
2408,GPU,1467.68,2024-12-25
2409,GPU,1256.32,2024-04-30
2410,SSD,509.09,2024-05-11
2411,Keyboard,1273.92,2024-10-27
2412,SSD,1340.72,2024-06-16
2413,RAM,749.78,2024-07-30
2414,CPU,376.33,2024-06-05
2415,Monitor,274.78,2024-02-11
2416,HDD,417.46,2025-04-05
2417,Monitor,1323.19,2024-02-04
2418,SSD,1270.61,2025-03-16
2419,GPU,184.02,2025-04-18
2420,RAM,606.36,2024-03-01
2421,GPU,929.7,2024-08-04
2422,GPU,1492.03,2025-07-31
2423,GPU,1490.98,2025-05-18
2424,GPU,390.14,2024-08-27
2425,CPU,820.27,2024-06-05
2426,SSD,989.32,2025-07-06
2427,GPU,1438.19,2025-12-02
2428,RAM,1021.9,2024-12-16
2429,Monitor,487.1,2024-09-24
2430,CPU,1323.56,2024-11-10
2431,Keyboard,1299.82,2024-11-19
2432,Keyboard,263.62,2025-09-26
2433,Monitor,573.79,2025-10-08
2434,RAM,1142.65,2024-07-28
2435,HDD,798.04,2025-08-31
2436,GPU,187.2,2024-01-09
2437,SSD,900.64,2025-10-31
2438,HDD,1226.52,2025-09-11
2439,Keyboard,609.55,2025-01-18
2440,SSD,684.35,2024-01-26
2441,RAM,837.45,2024-03-16
2442,SSD,1216.52,2024-09-20
2443,Monitor,1167.36,2025-09-09
2444,Monitor,704.14,2024-10-16
2445,Monitor,540.14,2024-02-27
2446,Keyboard,1130.91,2025-01-03
2447,Keyboard,1280.08,2025-01-09
2448,GPU,383.82,2024-11-23
2449,CPU,1086.68,2024-01-02
2450,Monitor,747.53,2024-07-08
2451,Keyboard,1424.84,2024-04-15
2452,SSD,925.09,2024-05-19
2453,Keyboard,1262.72,2024-07-27
2454,CPU,896.98,2024-08-15
2455,GPU,1440.78,2025-06-22
2456,RAM,484.21,2024-05-08
2457,SSD,62.69,2025-11-17
2458,Keyboard,284.34,2025-08-01
2459,RAM,299.25,2024-01-04
2460,Keyboard,1173.34,2024-02-22
2461,Keyboard,184.18,2024-10-10
2462,SSD,407.56,2025-03-20
2463,Monitor,646.87,2024-10-15
2464,Keyboard,221.4,2025-09-08
2465,RAM,649.15,2024-07-28
2466,CPU,834.24,2025-05-13
2467,Monitor,190.25,2024-11-17
2468,GPU,1240.44,2025-05-14
2469,GPU,134.31,2024-04-10
2470,Monitor,543.69,2025-09-17
2471,RAM,107.34,2024-01-12
2472,SSD,1429.45,2025-05-14
2473,SSD,585.65,2025-02-02
2474,RAM,1314.15,2025-10-08
2475,GPU,1350.94,2025-10-12
2476,HDD,1479.07,2025-04-11
2477,Monitor,1049.58,2025-10-29
2478,CPU,350.48,2024-07-18
2479,HDD,1024.59,2024-06-12
2480,GPU,938.08,2025-02-14
2481,CPU,276.87,2024-11-06
2482,RAM,319.43,2024-10-20
2483,SSD,1313.83,2025-07-09
2484,RAM,1397.63,2025-05-04
2485,Keyboard,966.77,2025-01-02
2486,SSD,823.38,2024-12-22
2487,CPU,780.49,2024-01-21
2488,SSD,1066.12,2024-06-03
2489,RAM,165.64,2025-05-24
2490,RAM,1151.24,2024-03-13
2491,RAM,1111.23,2024-08-26
2492,Keyboard,676.3,2025-04-24
2493,GPU,474.26,2024-08-23
2494,RAM,278.63,2025-01-18
2495,SSD,356.8,2024-08-20
2496,Keyboard,1426.16,2024-02-04
2497,GPU,277.56,2025-08-10
2498,HDD,634.18,2025-06-18
2499,Keyboard,516.93,2025-01-30
2500,HDD,981.07,2024-08-15
2501,RAM,265.97,2024-05-04
2502,HDD,1361.28,2025-01-27
2503,Monitor,1020.12,2025-03-09
2504,GPU,320.41,2025-07-02
2505,HDD,1420.66,2025-04-12
2506,Monitor,951.59,2025-01-25
2507,RAM,1097.41,2025-02-03
2508,SSD,715.58,2024-04-30
2509,Monitor,1394.49,2025-06-07
2510,GPU,1062.38,2025-02-05
2511,HDD,130.27,2024-01-09
2512,HDD,1108.86,2024-05-19
2513,SSD,88.66,2025-06-09
2514,Monitor,1285.93,2024-03-16
2515,SSD,95.76,2024-10-18
2516,RAM,960.4,2025-12-08
2517,GPU,809.52,2025-03-23
2518,CPU,469.87,2025-04-17
2519,GPU,973.31,2025-10-19
2520,Monitor,1064.52,2025-03-06
2521,GPU,1187.17,2024-01-25
2522,GPU,598.34,2024-12-15
2523,SSD,193.24,2024-12-26
2524,GPU,270.16,2024-12-29
2525,GPU,146.31,2024-08-06
2526,CPU,1048.12,2024-12-31
2527,Keyboard,584.88,2025-10-02
2528,Keyboard,167.41,2025-04-03
2529,Monitor,1369.68,2025-01-27
2530,RAM,250.63,2024-05-10
2531,SSD,1473.6,2024-12-03
2532,SSD,1215.47,2025-04-29
2533,RAM,1065.65,2024-10-30
2534,RAM,737.37,2025-07-24
2535,GPU,681.3,2025-01-29
2536,HDD,635.81,2024-06-28
2537,HDD,1040.73,2025-07-08
2538,Keyboard,1110.89,2024-11-28
2539,Keyboard,1457.73,2024-02-25
2540,HDD,630.28,2024-04-24
2541,SSD,394.89,2024-06-16
2542,CPU,1299.26,2024-12-17
2543,Keyboard,294.66,2024-01-15
2544,SSD,1110.9,2024-11-03
2545,HDD,495.55,2025-02-04
2546,HDD,250.08,2025-08-13
2547,GPU,1106.76,2024-05-02
2548,Keyboard,1140.9,2024-06-27
2549,HDD,132.71,2025-05-18
2550,HDD,1153.68,2025-05-24
2551,SSD,737.52,2024-02-17
2552,SSD,171.6,2024-10-12
2553,Keyboard,1012.94,2024-09-24
2554,Monitor,385.8,2024-02-27
2555,HDD,995.18,2024-05-24
2556,SSD,331.22,2024-06-13
2557,Keyboard,1178.05,2024-04-26
2558,GPU,1021.14,2025-02-07
2559,Keyboard,530.72,2025-12-19
2560,CPU,1296.51,2024-03-13
2561,Keyboard,124.63,2025-02-20
2562,GPU,939.27,2025-10-04
2563,CPU,122.19,2024-10-26
2564,RAM,207.87,2024-11-12
2565,Monitor,737.14,2025-12-21
2566,RAM,1064.12,2025-10-09
2567,GPU,382.68,2025-08-04
2568,HDD,700.76,2024-10-12
2569,HDD,683.16,2025-09-12
2570,Keyboard,1089.72,2025-01-13
2571,CPU,255.36,2025-10-26
2572,Monitor,1469.44,2025-01-08
2573,HDD,443.61,2024-04-25
2574,SSD,1303.37,2024-12-07
2575,Monitor,1062.33,2025-12-21
2576,Keyboard,676.95,2025-04-06
2577,SSD,529.42,2025-03-21
2578,RAM,332.19,2025-11-20
2579,Keyboard,907.68,2025-07-20
2580,GPU,860.04,2024-07-15
2581,Monitor,827.14,2025-06-10
2582,Monitor,277.89,2024-12-11
2583,Keyboard,312.94,2025-09-09
2584,Monitor,1440.84,2024-08-14
2585,Monitor,204.49,2025-10-20
2586,Keyboard,411.53,2025-03-24
2587,HDD,482.95,2025-07-19
2588,CPU,136.17,2024-11-08
2589,SSD,1027.56,2025-07-23
2590,Monitor,263.03,2025-07-03
2591,GPU,534.75,2025-12-19
2592,Keyboard,1009.97,2025-03-05
2593,RAM,476.43,2024-05-04
2594,CPU,1144.1,2025-02-06
2595,RAM,1085.58,2024-03-03
2596,RAM,284.37,2024-06-30
2597,Monitor,1443.73,2025-04-05
2598,SSD,400.13,2024-02-19
2599,HDD,294.7,2024-09-04
2600,Monitor,1040.7,2024-11-14
2601,Keyboard,57.59,2025-08-29
2602,HDD,1296.31,2025-04-20
2603,SSD,509.71,2025-03-06
2604,RAM,273.56,2024-12-30
2605,RAM,1347.87,2024-07-17
2606,CPU,949.97,2024-01-12
2607,RAM,1216.72,2024-01-11
2608,HDD,1389.12,2024-09-02
2609,CPU,81.78,2025-01-12
2610,CPU,1169.0,2024-08-20
2611,Monitor,791.45,2025-12-25
2612,Keyboard,942.55,2024-08-12
2613,HDD,782.28,2024-04-03
2614,Keyboard,324.54,2025-11-05
2615,Keyboard,1389.18,2025-03-13
2616,CPU,540.8,2024-10-16
2617,Keyboard,1321.83,2025-08-06
2618,CPU,774.51,2024-02-10
2619,RAM,1147.07,2024-02-13
2620,Keyboard,1297.93,2025-09-28
2621,CPU,210.43,2024-03-28
2622,HDD,436.81,2024-09-07
2623,GPU,62.11,2024-08-07
2624,Monitor,1003.42,2025-11-07
2625,Monitor,1052.99,2024-02-01
2626,Keyboard,229.73,2024-08-23
2627,SSD,378.28,2024-02-29
2628,RAM,844.86,2025-03-18
2629,CPU,198.18,2025-11-25
2630,HDD,671.02,2025-11-07
2631,HDD,149.71,2024-08-03
2632,CPU,1293.58,2024-05-25
2633,SSD,63.59,2025-10-18
2634,RAM,328.74,2025-06-29
2635,Keyboard,594.48,2024-09-08
2636,Keyboard,566.92,2024-02-06
2637,HDD,1062.65,2025-10-16
2638,Keyboard,1383.06,2024-10-10
2639,CPU,1347.85,2025-10-21
2640,GPU,901.78,2024-11-10
2641,RAM,664.43,2024-05-07
2642,Keyboard,865.34,2024-09-12
2643,Keyboard,1393.77,2025-02-27
2644,Keyboard,1231.6,2025-04-18
2645,SSD,279.47,2024-06-09
2646,Keyboard,487.5,2025-07-17
2647,Keyboard,673.19,2024-09-18
2648,GPU,635.23,2024-01-26
2649,SSD,1291.65,2025-04-18
2650,GPU,549.1,2025-07-04
2651,RAM,1020.44,2025-08-28
2652,SSD,1218.81,2025-12-04
2653,Monitor,1099.95,2024-03-19
2654,RAM,874.28,2024-05-13
2655,HDD,162.86,2024-02-04
2656,HDD,1044.79,2024-08-31
2657,SSD,166.45,2025-03-31
2658,CPU,1437.03,2025-03-24
2659,RAM,556.3,2025-09-24
2660,Monitor,379.99,2025-02-06
2661,RAM,647.48,2025-12-01
2662,HDD,1408.86,2024-08-03
2663,CPU,186.79,2025-12-17
2664,HDD,1102.29,2025-03-11
2665,CPU,972.12,2024-03-31
2666,SSD,747.59,2025-02-07
2667,GPU,392.96,2024-12-04
2668,CPU,830.14,2025-03-16
2669,Keyboard,1372.99,2024-05-05
2670,GPU,318.45,2025-03-11
2671,GPU,1294.39,2024-12-21
2672,CPU,1276.97,2025-11-29
2673,RAM,487.81,2024-11-17
2674,Monitor,849.52,2025-12-08
2675,Monitor,760.8,2025-05-30
2676,CPU,129.96,2025-08-30
2677,CPU,886.01,2024-01-25
2678,RAM,1169.06,2024-12-21
2679,RAM,1132.89,2024-06-04
2680,CPU,949.5,2025-09-17
2681,CPU,1381.2,2024-05-10
2682,SSD,713.99,2024-12-18
2683,Keyboard,560.12,2025-12-24
2684,SSD,739.9,2024-06-01
2685,CPU,1189.65,2024-10-15
2686,CPU,830.67,2024-07-29
2687,RAM,1144.6,2025-11-04
2688,CPU,304.37,2025-10-12
2689,HDD,680.67,2024-05-14
2690,GPU,750.23,2025-04-11
2691,SSD,74.28,2025-03-24
2692,HDD,732.92,2024-08-24
2693,Monitor,726.45,2024-08-23
2694,SSD,358.97,2024-01-18
2695,SSD,788.47,2025-06-22
2696,GPU,1258.94,2025-09-24
2697,Monitor,1411.59,2024-10-27
2698,HDD,886.11,2024-06-21
2699,SSD,129.85,2025-06-09
2700,Keyboard,863.44,2024-01-29
2701,RAM,194.16,2025-10-08
2702,SSD,653.29,2025-07-16
2703,Keyboard,151.48,2025-01-24
2704,Keyboard,773.41,2025-11-11
2705,GPU,72.17,2025-12-20
2706,Monitor,1454.65,2024-02-27
2707,CPU,1284.33,2025-10-22
2708,CPU,168.69,2025-11-15
2709,Keyboard,349.11,2025-03-08
2710,CPU,167.78,2025-09-27
2711,SSD,183.88,2025-04-22
2712,Monitor,925.02,2024-08-23
2713,HDD,353.71,2025-08-13
2714,GPU,794.0,2024-12-05
2715,SSD,1091.08,2025-09-04
2716,SSD,1141.33,2025-12-19
2717,CPU,195.26,2024-05-12
2718,CPU,847.38,2024-03-24
2719,RAM,623.87,2025-02-28
2720,RAM,317.8,2025-01-24
2721,HDD,296.34,2024-09-04
2722,CPU,149.2,2025-10-13
2723,GPU,1232.59,2025-01-13
2724,SSD,285.54,2024-09-20
2725,RAM,325.4,2024-05-15
2726,CPU,362.55,2024-07-18
2727,Keyboard,1129.14,2025-04-24
2728,HDD,1172.64,2025-12-08
2729,RAM,806.79,2024-06-12
2730,GPU,827.51,2025-12-25
2731,Keyboard,771.88,2025-08-26
2732,Monitor,1413.35,2025-10-20
2733,HDD,145.47,2025-06-26
2734,Monitor,475.74,2025-10-09
2735,Keyboard,1271.81,2024-10-03
2736,GPU,73.04,2025-07-29
2737,CPU,1031.96,2024-05-14
2738,HDD,738.48,2025-08-18
2739,Keyboard,1065.09,2025-01-10
2740,Monitor,1407.78,2024-06-09
2741,CPU,780.8,2025-02-18
2742,CPU,1018.73,2025-09-01
2743,GPU,1423.04,2024-03-06
2744,Keyboard,592.0,2025-12-23
2745,HDD,1375.94,2024-01-14
2746,Keyboard,658.92,2024-04-27
2747,Keyboard,997.46,2025-12-24
2748,Keyboard,753.92,2024-07-29
2749,GPU,815.65,2024-06-14
2750,Keyboard,628.84,2025-12-12
2751,Keyboard,599.08,2025-02-25
2752,HDD,95.65,2025-01-14
2753,HDD,534.31,2024-09-02
2754,GPU,683.91,2024-03-25
2755,RAM,994.48,2025-11-13
2756,RAM,709.18,2024-03-22
2757,Monitor,1272.51,2025-04-29
2758,Keyboard,1423.06,2024-03-03
2759,Keyboard,1377.78,2025-11-16
2760,SSD,1396.01,2025-08-20
2761,CPU,1365.84,2024-08-30
2762,CPU,451.06,2024-03-09
2763,Monitor,592.56,2025-05-18
2764,CPU,252.35,2025-04-07
2765,Keyboard,1350.12,2025-01-07
2766,HDD,1448.45,2024-01-16
2767,HDD,892.54,2025-11-12
2768,HDD,1405.46,2025-09-22
2769,RAM,601.32,2024-08-06
2770,Keyboard,464.6,2025-08-13
2771,GPU,764.38,2025-06-20
2772,HDD,775.23,2024-02-16
2773,SSD,500.93,2024-08-15
2774,CPU,945.64,2025-12-17
2775,Monitor,1328.43,2025-11-19
2776,SSD,1265.51,2024-04-03
2777,Monitor,127.11,2025-02-08
2778,GPU,740.74,2024-07-16
2779,CPU,249.23,2024-09-25
2780,CPU,812.31,2025-12-29
2781,HDD,825.93,2024-11-24
2782,CPU,1487.11,2024-07-10
2783,CPU,652.78,2025-07-02
2784,CPU,852.42,2024-02-18
2785,Keyboard,1441.31,2025-10-07
2786,GPU,1247.07,2024-01-15
2787,Keyboard,1323.62,2024-12-23
2788,GPU,1344.11,2025-10-12
2789,GPU,1296.02,2024-05-14
2790,RAM,1354.98,2024-08-03
2791,Monitor,687.78,2025-05-10
2792,Keyboard,329.23,2024-06-27
2793,Monitor,1422.55,2024-01-20
2794,Monitor,1075.91,2025-06-01
2795,RAM,252.88,2025-01-23
2796,HDD,351.96,2024-06-29
2797,GPU,1499.51,2025-11-23
2798,CPU,1279.96,2024-12-02
2799,SSD,743.78,2025-12-01
2800,RAM,182.83,2024-06-02
2801,CPU,143.4,2025-10-28
2802,CPU,184.97,2024-01-30
2803,RAM,1129.55,2025-09-06
2804,RAM,1302.36,2024-06-30
2805,CPU,1496.71,2025-12-13
2806,CPU,1222.51,2024-03-20
2807,Keyboard,1121.16,2025-03-26
2808,SSD,896.5,2025-04-25
2809,Keyboard,817.6,2024-08-04
2810,Keyboard,715.16,2025-12-04
2811,Keyboard,1313.76,2025-06-20
2812,RAM,542.3,2025-02-12
2813,Keyboard,1276.79,2024-01-13
2814,Monitor,856.64,2024-07-02
2815,GPU,605.67,2025-03-19
2816,GPU,320.85,2025-12-07
2817,Keyboard,1088.1,2025-10-28
2818,Monitor,1451.59,2024-09-07
2819,HDD,1069.15,2024-12-27
2820,RAM,1289.38,2025-10-06
2821,CPU,855.17,2024-09-24
2822,CPU,963.14,2025-08-10
2823,SSD,1099.69,2024-12-01
2824,Keyboard,1221.1,2024-05-17
2825,GPU,1360.85,2025-09-26
2826,Keyboard,386.16,2024-09-21
2827,CPU,1112.08,2024-12-18
2828,CPU,1189.23,2024-05-06
2829,Monitor,1037.62,2024-07-24
2830,CPU,694.84,2025-10-28
2831,RAM,394.76,2025-10-27
2832,SSD,633.46,2025-04-10
2833,HDD,607.27,2024-06-09
2834,SSD,903.07,2024-12-24
2835,Keyboard,606.43,2024-05-05
2836,RAM,650.17,2024-01-29
2837,HDD,640.04,2024-01-26
2838,Monitor,1498.11,2024-02-26
2839,GPU,1253.35,2025-01-19
2840,GPU,1399.7,2025-06-15
2841,HDD,227.01,2024-02-26
2842,Keyboard,733.52,2025-12-20
2843,RAM,175.44,2024-04-09
2844,HDD,1290.15,2025-02-03
2845,Monitor,206.86,2025-05-14
2846,SSD,596.62,2024-03-08
2847,HDD,112.81,2025-05-31
2848,RAM,1405.18,2025-04-10
2849,Keyboard,1132.26,2025-11-17
2850,SSD,1002.11,2025-03-14
2851,HDD,1098.97,2024-09-30
2852,HDD,92.93,2024-05-21
2853,HDD,631.85,2024-07-14
2854,CPU,256.38,2024-10-29
2855,Monitor,583.9,2025-01-29
2856,GPU,442.01,2025-06-30
2857,GPU,445.18,2025-10-31
2858,CPU,1219.25,2024-08-25
2859,RAM,159.96,2025-06-18
2860,Keyboard,1073.37,2024-12-23
2861,RAM,1223.44,2025-07-18
2862,SSD,1049.89,2025-09-23
2863,Monitor,204.27,2024-08-19
2864,RAM,1499.67,2024-04-15
2865,HDD,823.04,2024-08-26
2866,SSD,1244.46,2024-01-09
2867,Keyboard,279.97,2024-09-07
2868,CPU,1403.67,2024-04-22
2869,HDD,259.8,2024-12-01
2870,Keyboard,491.17,2024-11-27
2871,Keyboard,467.67,2025-12-23
2872,Keyboard,959.99,2025-03-23
2873,HDD,484.0,2025-12-15
2874,CPU,153.9,2025-11-30
2875,GPU,554.18,2025-07-05
2876,SSD,288.88,2024-02-05
2877,GPU,1410.25,2024-02-09
2878,HDD,204.34,2024-06-19
2879,GPU,740.06,2024-05-03
2880,HDD,829.58,2024-03-12
2881,SSD,1242.47,2025-11-02
2882,SSD,171.32,2024-01-16
2883,Keyboard,1472.13,2025-12-14
2884,SSD,867.23,2024-04-20
2885,Keyboard,1437.53,2025-01-09
2886,CPU,993.41,2024-11-04
2887,CPU,1261.12,2025-09-26
2888,GPU,729.91,2025-06-17
2889,Monitor,1019.79,2024-06-25
2890,SSD,355.23,2025-01-26
2891,GPU,1097.29,2024-09-10
2892,HDD,199.3,2025-03-10
2893,Monitor,1054.62,2024-06-20
2894,GPU,1158.16,2025-03-20
2895,Monitor,487.35,2025-09-13
2896,HDD,550.64,2024-10-03
2897,CPU,438.47,2025-04-17
2898,Keyboard,998.55,2024-05-21
2899,SSD,1456.42,2024-04-14
2900,CPU,1430.12,2024-04-12
2901,Keyboard,174.54,2024-07-30
2902,RAM,994.29,2024-06-19
2903,HDD,1157.75,2024-11-30
2904,RAM,252.81,2025-04-24
2905,Keyboard,359.09,2024-11-14
